Century;Type;Race1;Race2;Planet;System;Event
4;Battle;2468;2548;242610;71206;Planet conquered by race 2468
4;Info;2468;;242636;71211;Colony founded
4;Info;2468;;242654;71214;Colony founded
4;Info;2468;;242749;71240;Colony founded
4;Info;2468;;242758;71242;Colony founded
4;Info;2468;;242766;71244;Colony founded
4;Diplo;2468;2549;;71245;First Contact: No intercourse!
4;Info;2468;;242838;71264;Colony founded
4;Info;2468;;242882;71281;Colony founded
4;Info;2468;;242961;71305;Colony founded
4;Info;2468;;242970;71307;Colony founded
4;Info;2468;;243006;71316;Colony founded
4;Info;2468;;243062;71330;Colony founded
4;Info;2468;;243081;71335;Colony founded
4;Info;2468;;243092;71338;Colony founded
4;Info;2468;;243132;71349;Colony founded
4;Info;2468;;243167;71361;Colony founded
4;Info;2468;;243172;71361;Colony founded
4;Info;2468;;243182;71362;Colony founded
4;Info;2468;;243189;71363;Colony founded
4;Info;2468;;243190;71364;Colony founded
4;Info;2468;;243204;71367;Colony founded
4;Info;2468;;243205;71367;Colony founded
4;Info;2468;;243215;71367;Colony founded
4;Info;2468;;243256;71379;Colony founded
4;Info;2468;;243312;71392;Colony founded
4;Info;2468;;243429;71423;Colony founded
4;Info;2468;;243437;71425;Colony founded
4;Info;2468;;243491;71438;Colony founded
4;Info; 107;;412;120;Colony founded
4;Info; 107;;414;120;Colony founded
4;Info; 107;;415;120;Colony founded
4;Info; 107;;418;122;Colony founded
4;Info; 107;;484;134;Colony founded
4;Info; 107;;490;135;Colony founded
4;Info; 107;;503;137;Colony founded
4;Info; 107;;567;156;Colony founded
4;Info; 107;;578;161;Colony founded
4;Info; 107;;750;209;Colony founded
4;Info; 107;;779;218;Colony founded
4;Info; 107;;838;239;Colony founded
4;Info; 107;;859;248;Colony founded
4;Info; 107;;1044;305;Colony founded
4;Info; 107;;1124;331;Colony founded
4;Info; 107;;1171;351;Colony founded
4;Info; 107;;1174;351;Colony founded
4;Info; 107;;1176;352;Colony founded
4;Diplo;107;9;;391;First Contact: Alliance!
4;Civ;9;;;;TL uplifting from 4 to 6 (New gov : Monarchy)
4;Info; 107;;1450;437;Colony founded
4;Info; 107;;1489;450;Colony founded
4;Info; 107;;1493;451;Colony founded
4;Diplo;107;11;;452;First Contact: Alliance!
4;Civ;11;;;;TL uplifting from 5 to 6 (New gov : Imperialism)
4;Info; 107;;1516;458;Colony founded
4;Info; 107;;1598;475;Colony founded
4;Info; 107;;1603;477;Colony founded
4;Info; 107;;4014;1193;Colony founded
4;Info; 107;;4156;1242;Colony founded
4;Info; 107;;4160;1242;Colony founded
4;Info; 107;;4276;1272;Colony founded
4;Info; 107;;4277;1272;Colony founded
4;Info; 107;;4291;1276;Colony founded
4;Info; 107;;4303;1279;Colony founded
4;Info; 107;;4308;1279;Colony founded
4;Info; 107;;4365;1293;Colony founded
4;Info; 107;;4372;1294;Colony founded
4;Info; 107;;4422;1308;Colony founded
4;Info; 107;;4423;1308;Colony founded
4;Info; 107;;4458;1313;Colony founded
4;Info; 107;;4512;1337;Colony founded
4;Info; 107;;4607;1362;Colony founded
4;Info; 107;;4626;1365;Colony founded
4;Info; 107;;4627;1365;Colony founded
4;Info; 107;;4668;1379;Colony founded
4;Info; 107;;4699;1395;Colony founded
4;Info; 107;;4763;1414;Colony founded
4;Info; 107;;4765;1417;Colony founded
4;Info; 107;;4772;1420;Colony founded
4;Info; 107;;4807;1431;Colony founded
4;Info; 107;;4882;1446;Colony founded
4;Info; 107;;4889;1447;Colony founded
4;Info; 107;;4893;1447;Colony founded
4;Info; 107;;4900;1449;Colony founded
4;Info; 107;;4901;1449;Colony founded
4;Info; 107;;4933;1460;Colony founded
4;Info; 107;;4958;1464;Colony founded
4;Info; 107;;4994;1476;Colony founded
4;Info; 107;;5073;1503;Colony founded
4;Info; 107;;5137;1518;Colony founded
4;Info; 107;;5138;1519;Colony founded
4;Info; 107;;5184;1534;Colony founded
4;Info; 107;;5245;1553;Colony founded
4;Info; 107;;5246;1553;Colony founded
4;Info; 107;;7524;2239;Colony founded
4;Info; 107;;7582;2251;Colony founded
4;Info; 107;;7639;2267;Colony founded
4;Info; 107;;7677;2277;Colony founded
4;Info; 107;;7686;2282;Colony founded
4;Diplo;107;65;;2298;First Contact: Alliance!
4;Civ;65;;;;TL uplifting from 1 to 6 (New gov : Oligarchy)
4;Info; 107;;7957;2360;Colony founded
4;Info; 107;;8023;2378;Colony founded
4;Info; 107;;8031;2381;Colony founded
4;Info; 107;;8073;2394;Colony founded
4;Info; 107;;8107;2407;Colony founded
4;Info; 107;;8114;2407;Colony founded
4;Info; 107;;8126;2409;Colony founded
4;Diplo;107;73;;2434;First Contact: Trade!
4;Info; 107;;8301;2452;Colony founded
4;Info; 107;;8302;2452;Colony founded
4;Info; 107;;8373;2472;Colony founded
4;Info; 107;;8376;2474;Colony founded
4;Info; 107;;8377;2474;Colony founded
4;Info; 107;;8379;2474;Colony founded
4;Info; 107;;8449;2494;Colony founded
4;Info; 107;;8496;2507;Colony founded
4;Info; 107;;8548;2522;Colony founded
4;Info; 107;;8594;2534;Colony founded
4;Info; 107;;8602;2536;Colony founded
4;Info; 107;;8713;2566;Colony founded
4;Info; 107;;10667;3163;Colony founded
4;Info; 107;;10668;3163;Colony founded
4;Diplo;107;100;;3164;First Contact: No intercourse!
4;Info; 107;;10708;3176;Colony founded
4;Diplo;107;101;;3178;First Contact: No intercourse!
4;Info; 107;;10905;3228;Colony founded
4;Info; 107;;11083;3289;Colony founded
4;Info; 107;;11084;3289;Colony founded
4;Info; 107;;11238;3341;Colony founded
4;Diplo;107;105;;3369;First Contact: No intercourse!
4;Info; 107;;11370;3375;Colony founded
4;Info; 107;;11431;3393;Colony founded
4;Info; 107;;11590;3431;Colony founded
4;Info; 107;;11648;3446;Colony founded
4;Info; 107;;11673;3455;Colony founded
4;Info; 107;;11674;3456;Colony founded
4;Info; 107;;11712;3468;Colony founded
4;Info; 107;;11748;3475;Colony founded
4;Info; 107;;11753;3476;Colony founded
4;Info; 107;;11754;3476;Colony founded
4;Info; 107;;11792;3487;Colony founded
4;Info; 107;;11895;3517;Colony founded
4;Info; 107;;11901;3520;Colony founded
4;Info; 107;;12019;3560;Colony founded
4;Info; 107;;12020;3560;Colony founded
4;Info; 107;;12063;3578;Colony founded
4;Info; 107;;14340;4243;Colony founded
4;Info; 107;;14399;4262;Colony founded
4;Diplo;107;143;;4274;First Contact: War!
4;Battle;107;143;14432;4274;Planet conquered by race 107
4;Info; 107;;14438;4276;Colony founded
4;Info; 107;;14645;4341;Colony founded
4;Info; 107;;14648;4342;Colony founded
4;Info; 107;;14727;4359;Colony founded
4;Info; 107;;14734;4360;Colony founded
4;Info; 107;;14735;4360;Colony founded
4;Info; 107;;14930;4422;Colony founded
4;Info; 107;;15077;4461;Colony founded
4;Info; 107;;15087;4463;Colony founded
4;Info; 107;;15134;4476;Colony founded
4;Info; 107;;15141;4479;Colony founded
4;Info; 107;;15327;4526;Colony founded
4;Info; 107;;15463;4559;Colony founded
4;Info; 107;;15528;4579;Colony founded
4;Info; 107;;15709;4624;Colony founded
4;Info; 107;;18026;5322;Colony founded
4;Info; 107;;18147;5365;Colony founded
4;Info; 107;;18149;5365;Colony founded
4;Info; 107;;18214;5379;Colony founded
4;Info; 107;;18228;5383;Colony founded
4;Info; 107;;18302;5409;Colony founded
4;Info; 107;;18311;5411;Colony founded
4;Info; 107;;18371;5423;Colony founded
4;Info; 107;;18420;5433;Colony founded
4;Info; 107;;18422;5433;Colony founded
4;Info; 107;;18460;5447;Colony founded
4;Info; 107;;18609;5496;Colony founded
4;Diplo;107;185;;5499;First Contact: Trade!
4;Info; 107;;18701;5519;Colony founded
4;Info; 107;;18708;5521;Colony founded
4;Info; 107;;18755;5534;Colony founded
4;Info; 107;;18759;5536;Colony founded
4;Diplo;107;187;;5547;First Contact: War!
4;Battle;107;187;18775;5547;Planet conquered by race 107
4;Info; 107;;18820;5562;Colony founded
4;Info; 107;;18821;5562;Colony founded
4;Info; 107;;18828;5564;Colony founded
4;Info; 107;;18922;5590;Colony founded
4;Info; 107;;18926;5590;Colony founded
4;Info; 107;;18999;5617;Colony founded
4;Info; 107;;19079;5644;Colony founded
4;Info; 107;;19087;5645;Colony founded
4;Info; 107;;19177;5671;Colony founded
4;Info; 107;;19181;5673;Colony founded
4;Info; 107;;21605;6403;Colony founded
4;Info; 107;;21808;6463;Colony founded
4;Info; 107;;21827;6468;Colony founded
4;Info; 107;;21828;6468;Colony founded
4;Info; 107;;21882;6485;Colony founded
4;Info; 107;;21954;6500;Colony founded
4;Info; 107;;21958;6503;Colony founded
4;Info; 107;;21984;6512;Colony founded
4;Info; 107;;22070;6530;Colony founded
4;Info; 107;;22073;6531;Colony founded
4;Info; 107;;22110;6544;Colony founded
4;Info; 107;;22114;6544;Colony founded
4;Info; 107;;22227;6579;Colony founded
4;Info; 107;;22314;6605;Colony founded
4;Info; 107;;22384;6622;Colony founded
4;Info; 107;;22385;6623;Colony founded
4;Info; 107;;22413;6635;Colony founded
4;Info; 107;;22415;6635;Colony founded
4;Info; 107;;22456;6647;Colony founded
4;Info; 107;;22711;6720;Colony founded
4;Info; 107;;22795;6742;Colony founded
4;Info; 107;;22797;6743;Colony founded
4;Info; 107;;25175;7448;Colony founded
4;Diplo;107;245;;7505;First Contact: Alliance!
4;Civ;245;;;;TL uplifting from 4 to 6 (New gov : Monarchy)
4;Info; 245;;25377;7505;Colony founded
4;Info; 107;;25406;7511;Colony founded
4;Info; 107;;25415;7513;Colony founded
4;Info; 107;;25489;7534;Colony founded
4;Info; 107;;25500;7537;Colony founded
4;Info; 107;;25515;7539;Colony founded
4;Diplo;107;247;;7540;First Contact: Alliance!
4;Civ;247;;;;TL uplifting from 1 to 6 (New gov : Technocracy)
4;Info; 107;;25522;7541;Colony founded
4;Info; 107;;25619;7576;Colony founded
4;Info; 107;;25624;7576;Colony founded
4;Info; 107;;25815;7635;Colony founded
4;Info; 107;;25816;7635;Colony founded
4;Info; 107;;25822;7637;Colony founded
4;Info; 107;;25853;7646;Colony founded
4;Info; 107;;26012;7697;Colony founded
4;Info; 107;;26079;7716;Colony founded
4;Info; 107;;26148;7735;Colony founded
4;Info; 107;;26187;7750;Colony founded
4;Info; 107;;26196;7752;Colony founded
4;Info; 107;;26198;7752;Colony founded
4;Info; 107;;26210;7754;Colony founded
4;Info; 107;;26216;7754;Colony founded
4;Info; 107;;26279;7770;Colony founded
4;Info; 107;;26282;7770;Colony founded
4;Info; 107;;26377;7795;Colony founded
4;Info; 107;;26438;7814;Colony founded
4;Diplo;107;275;;8442;First Contact: Alliance!
4;Civ;275;;;;TL uplifting from 3 to 6 (New gov : Dictatorship)
4;Info; 275;;28632;8442;Colony founded
4;Info; 107;;28653;8446;Colony founded
4;Info; 107;;28654;8446;Colony founded
4;Info; 107;;28720;8458;Colony founded
4;Info; 107;;28766;8479;Colony founded
4;Info; 107;;28805;8493;Colony founded
4;Info; 107;;29059;8568;Colony founded
4;Info; 107;;29088;8579;Colony founded
4;Info; 107;;29170;8600;Colony founded
4;Info; 107;;29390;8664;Colony founded
4;Info; 107;;29429;8678;Colony founded
4;Info; 107;;29440;8680;Colony founded
4;Info; 107;;29449;8682;Colony founded
4;Info; 107;;29450;8682;Colony founded
4;Info; 107;;29487;8697;Colony founded
4;Info; 107;;29506;8702;Colony founded
4;Info; 107;;29580;8725;Colony founded
4;Info; 107;;29608;8735;Colony founded
4;Info; 107;;29635;8746;Colony founded
4;Info; 107;;29644;8751;Colony founded
4;Info; 107;;29718;8770;Colony founded
4;Info; 107;;29724;8770;Colony founded
4;Diplo;107;290;;8798;First Contact: War!
4;Battle;107;290;29810;8798;Planet conquered by race 107
4;Info; 107;;32103;9495;Colony founded
4;Info; 107;;32162;9513;Colony founded
4;Info; 107;;32244;9543;Colony founded
4;Info; 107;;32385;9583;Colony founded
4;Info; 107;;32456;9599;Colony founded
4;Info; 107;;32558;9631;Colony founded
4;Info; 107;;32559;9632;Colony founded
4;Info; 107;;32561;9632;Colony founded
4;Info; 107;;32620;9650;Colony founded
4;Info; 107;;32622;9650;Colony founded
4;Info; 107;;32885;9727;Colony founded
4;Info; 107;;32891;9729;Colony founded
4;Info; 107;;32902;9733;Colony founded
4;Info; 107;;32925;9743;Colony founded
4;Info; 107;;32968;9763;Colony founded
4;Info; 107;;32993;9772;Colony founded
4;Info; 107;;33038;9784;Colony founded
4;Info; 107;;33065;9794;Colony founded
4;Info; 107;;33153;9821;Colony founded
4;Info; 107;;33244;9848;Colony founded
4;Info; 107;;33263;9850;Colony founded
4;Info; 107;;33266;9851;Colony founded
4;Info; 107;;33273;9851;Colony founded
4;Info; 107;;35595;10523;Colony founded
4;Info; 107;;35619;10533;Colony founded
4;Info; 107;;35678;10551;Colony founded
4;Diplo;107;347;;10552;First Contact: Alliance!
4;Civ;347;;;;TL uplifting from 1 to 6 (New gov : Imperialism)
4;Diplo;107;348;;10553;First Contact: War!
4;Battle;107;348;35683;10553;Planet conquered by race 107
4;Info; 107;;35689;10554;Colony founded
4;Diplo;107;353;;10616;First Contact: No intercourse!
4;Info; 107;;35981;10627;Colony founded
4;Info; 107;;35990;10629;Colony founded
4;Info; 107;;35993;10629;Colony founded
4;Info; 107;;36241;10705;Colony founded
4;Info; 107;;36242;10706;Colony founded
4;Info; 107;;36318;10726;Colony founded
4;Info; 107;;36319;10726;Colony founded
4;Info; 107;;36351;10733;Colony founded
4;Info; 107;;36435;10752;Colony founded
4;Info; 107;;36438;10752;Colony founded
4;Info; 107;;36443;10752;Colony founded
4;Info; 107;;36450;10756;Colony founded
4;Diplo;107;365;;10789;First Contact: No intercourse!
4;Info; 107;;36632;10819;Colony founded
4;Info; 107;;36645;10821;Colony founded
4;Diplo;107;366;;10822;First Contact: Alliance!
4;Civ;366;;;;TL uplifting from 1 to 6 (New gov : Federation)
4;Info; 366;;36653;10822;Colony founded
4;Info; 366;;36655;10822;Colony founded
4;Info; 107;;36678;10832;Colony founded
4;Info; 107;;36746;10854;Colony founded
4;Info; 107;;36748;10854;Colony founded
4;Info; 107;;36801;10873;Colony founded
4;Diplo;107;368;;10887;First Contact: Alliance!
4;Civ;368;;;;TL uplifting from 1 to 6 (New gov : Imperialism)
4;Info; 107;;39240;11599;Colony founded
4;Info; 107;;39405;11655;Colony founded
4;Info; 107;;39419;11657;Colony founded
4;Info; 107;;39421;11659;Colony founded
4;Info; 107;;39516;11682;Colony founded
4;Info; 107;;39517;11682;Colony founded
4;Diplo;107;392;;11716;First Contact: War!
4;Battle;107;392;39629;11716;Planet conquered by race 107
4;Info; 107;;39732;11742;Colony founded
4;Info; 107;;39736;11743;Colony founded
4;Info; 107;;39868;11782;Colony founded
4;Info; 107;;39874;11783;Colony founded
4;Info; 107;;39933;11796;Colony founded
4;Info; 107;;39940;11797;Colony founded
4;Diplo;107;399;;11807;First Contact: War!
4;Battle;107;399;39989;11807;Planet conquered by race 107
4;Diplo;107;400;;11849;First Contact: Trade!
4;Info; 107;;40192;11859;Colony founded
4;Info; 107;;40239;11873;Colony founded
4;Info; 107;;40243;11875;Colony founded
4;Diplo;107;428;;12570;First Contact: No intercourse!
4;Diplo;107;430;;12607;First Contact: No intercourse!
4;Info; 107;;42798;12626;Colony founded
4;Info; 107;;42899;12652;Colony founded
4;Info; 107;;42918;12658;Colony founded
4;Info; 107;;42956;12666;Colony founded
4;Info; 107;;43024;12682;Colony founded
4;Info; 107;;43026;12682;Colony founded
4;Diplo;107;433;;12683;First Contact: Trade!
4;Info; 107;;43087;12698;Colony founded
4;Info; 107;;43197;12723;Colony founded
4;Info; 107;;43278;12753;Colony founded
4;Info; 107;;43281;12753;Colony founded
4;Info; 107;;43373;12776;Colony founded
4;Info; 107;;43458;12795;Colony founded
4;Info; 107;;46384;13651;Colony founded
4;Info; 107;;46446;13668;Colony founded
4;Info; 107;;46554;13695;Colony founded
4;Info; 107;;46558;13697;Colony founded
4;Info; 107;;46795;13757;Colony founded
4;Info; 107;;46796;13758;Colony founded
4;Info; 107;;46833;13771;Colony founded
4;Diplo;107;474;;13809;First Contact: War!
4;Battle;107;474;46963;13809;Planet conquered by race 107
4;Info; 107;;47028;13825;Colony founded
4;Diplo;107;476;;13885;First Contact: War!
4;Battle;107;476;47213;13885;Planet conquered by race 107
4;Battle;107;476;47219;13885;Planet conquered by race 107
4;Info; 107;;47326;13917;Colony founded
4;Info; 107;;49916;14685;Colony founded
4;Info; 107;;49925;14687;Colony founded
4;Diplo;107;511;;14688;First Contact: Alliance!
4;Civ;511;;;;TL uplifting from 1 to 6 (New gov : Imperialism)
4;Info; 511;;49930;14688;Colony founded
4;Info; 107;;49938;14690;Colony founded
4;Info; 107;;49939;14690;Colony founded
4;Diplo;107;512;;14717;First Contact: Trade!
4;Info; 107;;50173;14759;Colony founded
4;Info; 107;;50204;14772;Colony founded
4;Info; 107;;50253;14786;Colony founded
4;Info; 107;;50256;14786;Colony founded
4;Info; 107;;50319;14802;Colony founded
4;Info; 107;;50385;14818;Colony founded
4;Info; 107;;50454;14837;Colony founded
4;Diplo;107;591;;14857;First Contact: War!
4;Battle;107;591;50512;14857;Planet conquered by race 107
4;Info; 107;;50563;14870;Colony founded
4;Info; 107;;50566;14870;Colony founded
4;Info; 107;;50709;14921;Colony founded
4;Info; 107;;50758;14932;Colony founded
4;Info; 107;;53231;15707;Colony founded
4;Diplo;107;554;;15733;First Contact: No intercourse!
4;Info; 107;;53349;15734;Colony founded
4;Info; 107;;53350;15734;Colony founded
4;Info; 107;;53395;15746;Colony founded
4;Info; 107;;53436;15761;Colony founded
4;Info; 107;;53472;15773;Colony founded
4;Info; 107;;53475;15775;Colony founded
4;Info; 107;;53483;15775;Colony founded
4;Info; 107;;53484;15775;Colony founded
4;Info; 107;;53577;15799;Colony founded
4;Info; 107;;53595;15803;Colony founded
4;Battle;107;591;53598;15804;Planet conquered by race 107
4;Info; 107;;53680;15828;Colony founded
4;Info; 107;;53691;15830;Colony founded
4;Diplo;107;558;;15832;First Contact: Alliance!
4;Diplo107;591;;;Diplomatic relations changed to No intercourse
4;Civ;558;;;;TL uplifting from 5 to 6 (New gov : Monarchy)
4;Info; 558;;53701;15832;Colony founded
4;Info; 107;;53749;15846;Colony founded
4;Info; 107;;53756;15848;Colony founded
4;Info; 107;;53858;15879;Colony founded
4;Info; 107;;53966;15900;Colony founded
4;Info; 107;;56769;16725;Colony founded
4;Info; 107;;56932;16769;Colony founded
4;Info; 107;;57088;16824;Colony founded
4;Info; 107;;57139;16838;Colony founded
4;Info; 107;;57193;16856;Colony founded
4;Info; 107;;57194;16856;Colony founded
4;Info; 107;;57199;16856;Colony founded
4;Info; 107;;57263;16880;Colony founded
4;Info; 107;;60484;17795;Colony founded
4;Info; 107;;60486;17795;Colony founded
4;Info; 107;;60489;17795;Colony founded
4;Info; 107;;60589;17828;Colony founded
4;Info; 107;;60591;17828;Colony founded
4;Info; 107;;60805;17888;Colony founded
4;Info; 932;;67336;19823;Colony founded
4;Info; 932;;67389;19840;Colony founded
4;Info; 932;;67391;19840;Colony founded
4;Info; 932;;67430;19854;Colony founded
4;Info; 932;;67434;19854;Colony founded
4;Info; 932;;67485;19871;Colony founded
4;Info; 932;;67559;19886;Colony founded
